Title,Authors,Journal,Publication date,Research area,Cell Line,Cell Type,Species,Analyzer,XF Assay,Plate Reader Assay,Seeding density,Plate coating
Folate cycle enzyme MTHFD1L confers metabolic advantages in hepatocellular carcinoma,"Lee D, Xu IM, Chiu DK, Lai RK, Tse AP, Lan Li L, Law CT, Tsang FH, Wei LL, Chan CY, Wong CM, Ng IOWong CC",J Clin Invest,May 1 2017 12:00 AM,Toxicology Research,shMTHFD1L,Hepatocarcinoma Cells,Human,XFp,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
"Folding Landscape of Mutant Huntingtin Exon1: Diffusible Multimers, Oligomers and Fibrils, and No Detectable Monomer","Sahoo B, Arduini I, Drombosky KW, Kodali R, Sanders LH, Greenamyre JT, Wetzel R",PLoS One,Jun 1 2016 12:00 AM,Neurobiology Research,PC-12,Neuronal cells,Rat,24,Basal Metabolic Assay,,Not Specified,Not Specified
"Folding Landscape of Mutant Huntingtin Exon1: Diffusible Multimers, Oligomers and Fibrils, and No Detectable Monomer","Sahoo B, Arduini I, Drombosky KW, Kodali R, Sanders LH, Greenamyre JT, Wetzel R",PLoS One,Jun 1 2016 12:00 AM,Neurobiology Research,PC-12,Neuronal cells,Rat,24,Mitochondrial Respiratory Complex Assay,,Not Specified,Not Specified
Folliculin (Flcn) inactivation leads to murine cardiac hypertrophy through mTORC1 deregulation,"Hasumi Y, Baba M, Hasumi H, Huang Y, Lang M, Reindorf R, Oh HB, Sciarretta S, Nagashima K, Haines DC, Schneider MD, Adelstein RS, Schmidt LS, Sadoshima J, Marston Linehan W.",Hum Mol Genet,Jun 1 2014 12:00 AM,Cardiovascular Research,Isolated mitochondria,Isolated mitochondria,Mouse,96,Mitochondrial Respiratory Complex Assay,,1 ug/ well,Not Specified
Folliculin-interacting proteins Fnip1 and Fnip2 play critical roles in kidney tumor suppression in cooperation with Flcn,"Hasumi H, Baba M, Hasumi Y, Lang M, Huang Y, Oh HF, Matsuo M, Merino MJ, Yao M, Ito Y, Furuya M, Iribe Y, Kodama T, Southon E, Tessarollo L, Nagashima K, Haines DC, Linehan WM, Schmidt LS",Proc Natl Acad Sci U S A,Mar 1 2015 12:00 AM,Cancer Research,Isolated mitochondria,Isolated mitochondria,Mouse,96,Mitochondrial Respiratory Complex Assay,,Not Specified,PEI
Food emulsifier polysorbate 80 increases intestinal absorption of di-(2-ethylhexyl) phthalate in rats,"Lu Y, Wang YY, Yang N, Zhang D, Zhang FY, Gao HT, Rong WT, Yu SQ, Xu Q.",Toxicol Sci,Jun 1 2014 12:00 AM,Toxicology Research,Caco-2,Colon Cancer Cells,Human,96,Substrate utilization,,4.4x10^4 cells/well,polylysine
Food Supplements Were Applied to the Mitochondrial Capacity of Retinal Cells and Oxidative Phosphorylation of Adenosine Triphosphate (ATP) Synthesis,"Yang S-C, Tu C-T, Cheng H-C, Lai Y-CLan S-J",Journal of Food and Nutrition Research,Dec 1 2017 12:00 AM,Cell Physiology Research,ARPE19,Retinal Cells,Human,24,Cell Mitochondrial Stress Test,,8.0 x10^4 cells/well,Not Specified
Food Supplements Were Applied to the Mitochondrial Capacity of Retinal Cells and Oxidative Phosphorylation of Adenosine Triphosphate (ATP) Synthesis,"Yang S-C, Tu C-T, Cheng H-C, Lai Y-CLan S-J",Journal of Food and Nutrition Research,Dec 1 2017 12:00 AM,Food & Nutritional Research,ARPE19,Retinal Cells,Human,24,Cell Mitochondrial Stress Test,,8.0 x10^4 cells/well,Not Specified
Foodborne cereulide causes _-cell dysfunction and apoptosis.,"Vangoitsenhoven R, Rondas D, Cr�vecoeur I, DHertog W, Baatsen P, Masini M, Andjelkovic M, Van Loco J, Matthys C, Mathieu C,Overbergh L, Van der Schueren B.",PLoS One,Aug 1 2014 12:00 AM,Cell Physiology Research,Min6  cells,Pancreatic cells,Mouse,24,Substrate utilization,,Not Specified,Not Specified
Foodborne cereulide causes _-cell dysfunction and apoptosis.,"Vangoitsenhoven R, Rondas D, Cr�vecoeur I, DHertog W, Baatsen P, Masini M, Andjelkovic M, Van Loco J, Matthys C, Mathieu C,Overbergh L, Van der Schueren B.",PLoS One,Aug 1 2014 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Min6  cells,Pancreatic cells,Mouse,24,Substrate utilization,,Not Specified,Not Specified
Forecasting cell death dose-response from early signal transduction responses in vitro,"J. A. Vrana, H. N. Currie, A. A. Han and J. Boyd",Toxicol Sci,Aug 1 2014 12:00 AM,Toxicology Research,HepG2,Hepatocarcinoma Cells,Human,Plate Reader,,MitoXpress Xtra Oxygen Consumption Assay,8.0 x10^4 cells/well,Not Specified
Formation of Renal Cysts and Tumors in Vhl/Trp53-Deficient Mice Requires HIF1a and HIF2a,"Sch�nenberger D, Harlander S, Rajski M, Jacobs RA, Lundby AK, Adlesic M, Hejhal T, Wild PJ, Lundby C, Frew IJ",Cancer Res,Jan 1 2016 12:00 AM,Cancer Research,MEF,Embryonic Fibroblasts,Mouse,96,Basal Metabolic Assay,,5.0 x10^4 cells/well,Not Specified
Four Key Steps Control Glycolytic Flux in Mammalian Cells,"L. B. Tanner, A. G. Goglia, M. H. Wei, T. Sehgal, L. R. Parsons, J. O. Park, E. White, J. E. Toettcher and J. D. Rabinowitz",Cell Syst,Jul 25 2018 12:00 AM,Cancer Research,HEK293T,Embryonic Kidney Cells,Human,24,Basal Metabolic Assay,,Not Specified,Not Specified
FOXD1-dependent MICU1 expression regulates mitochondrial activity and cell differentiation,"S. Shanmughapriya, D. Tomar, Z. Dong, K. J. Slovik, N. Nemani, K. Natarajaseenivasan, E. Carvalho, C. Lu, K. Corrigan, V. N. S. Garikipati, J. Ibetti, S. Rajan, C. Barrero, K. Chuprun, R. Kishore, S. Merali, Y. Tian, W. Yang and M. Madesh",Nat Commun,Aug 29 2018 12:00 AM,Stem Cell Biology,Cardiac Stem Cell,Stem cells,Mouse,96,Cell Mitochondrial Stress Test,,3.0 x10^5 cells/well,Not Specified
FOXD1-dependent MICU1 expression regulates mitochondrial activity and cell differentiation,"S. Shanmughapriya, D. Tomar, Z. Dong, K. J. Slovik, N. Nemani, K. Natarajaseenivasan, E. Carvalho, C. Lu, K. Corrigan, V. N. S. Garikipati, J. Ibetti, S. Rajan, C. Barrero, K. Chuprun, R. Kishore, S. Merali, Y. Tian, W. Yang and M. Madesh",Nat Commun,Aug 29 2018 12:00 AM,Cell Physiology Research,Cardiac Stem Cell,Stem cells,Mouse,96,Cell Mitochondrial Stress Test,,3.0 x10^5 cells/well,Not Specified
Foxg1 localizes to mitochondria and coordinates cell differentiation and bioenergetics,"Pancrazi L, Di Benedetto G, Colombaioni L, Della Sala G, Testa G, Olimpico F, Reyes A, Zeviani M, Pozzan T, Costa M",Proc Natl Acad Sci U S A,Oct 1 2015 12:00 AM,Cell Physiology Research,HN9.10e cells,Neuronal cells,Mouse,24,Substrate utilization,,6.0 x10^4 cells/well,Not Specified
FOXJ1 promotes bladder cancer cell growth and regulates Warburg effect,"Xian S, Shang D, Kong GTian Y",Biochem Biophys Res Commun,Nov 10 2017 12:00 AM,Cancer Research,T24,Bladder Carcinoma Cells,Human,96,Cell Mitochondrial Stress Test,,1.0 x10^4 cells/well,Not Specified
FOXJ1 promotes bladder cancer cell growth and regulates Warburg effect,"Xian S, Shang D, Kong GTian Y",Biochem Biophys Res Commun,Nov 10 2017 12:00 AM,Cancer Research,T24,Bladder Carcinoma Cells,Human,96,Glycolysis Stress Test,,1.0 x10^4 cells/well,Not Specified
FOXJ1 promotes bladder cancer cell growth and regulates Warburg effect,"Xian S, Shang D, Kong GTian Y",Biochem Biophys Res Commun,Nov 10 2017 12:00 AM,Cancer Research,5637,Bladder Carcinoma Cells,Human,96,Cell Mitochondrial Stress Test,,1.0 x10^4 cells/well,Not Specified
FOXJ1 promotes bladder cancer cell growth and regulates Warburg effect,"Xian S, Shang D, Kong GTian Y",Biochem Biophys Res Commun,Nov 10 2017 12:00 AM,Cancer Research,5637,Bladder Carcinoma Cells,Human,96,Glycolysis Stress Test,,1.0 x10^4 cells/well,Not Specified
FOXO1 couples metabolic activity and growth state in the vascular endothelium,"Wilhelm K, Happel K, Eelen G, Schoors S, Oellerich MF, Lim R, Zimmermann B, Aspalter IM, Franco CA, Boettger T, Braun T, Fruttiger M, Rajewsky K, Keller C, Br�ning JC, Gerhardt H, Carmeliet P, Potente M",Nature,Jan 1 2016 12:00 AM,Cardiovascular Research,HUVEC,Umbilical Cells,Human,96,Cell Mitochondrial Stress Test,,4.0 x10^4 cells/well,Fibronectin
FOXO1 couples metabolic activity and growth state in the vascular endothelium,"Wilhelm K, Happel K, Eelen G, Schoors S, Oellerich MF, Lim R, Zimmermann B, Aspalter IM, Franco CA, Boettger T, Braun T, Fruttiger M, Rajewsky K, Keller C, Br�ning JC, Gerhardt H, Carmeliet P, Potente M",Nature,Jan 1 2016 12:00 AM,Cardiovascular Research,HUVEC,Umbilical Cells,Human,96,Glycolysis Stress Test,,4.0 x10^4 cells/well,Fibronectin
FoxO1 Deacetylation Decreases Fatty Acid Oxidation in _-cells and Sustains Insulin Secretion in Diabetes,"Kim-Muller JY, Kim YJ, Fan J, Zhao S, Banks AS, Prentki M, Accili D",J Biol Chem,Mar 1 2016 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Islets,Pancreatic Cells,Mouse,24-Mar,Substrate utilization,,Not Specified,Not Specified
FOXO1-mediated upregulation of pyruvate dehydrogenase kinase-4 (PDK4) decreases glucose oxidation and impairs right ventricular function in pulmonary hypertension: therapeutic benefits of dichloroacetate,"Piao L, Sidhu VK, Fang YH, Ryan JJ, Parikh KS, Hong Z, Toth PT, Morrow E, Kutty S, Lopaschuk GD, Archer SL",J Mol Med,Mar 1 2013 12:00 AM,Cardiovascular Research,Cardiomyocytes,Cardiac Cells,Rat,24,Substrate utilization,,833 cells/well,Not Specified
Foxp3 drives oxidative phosphorylation and protection from lipotoxicity,"Howie D, Cobbold SP, Adams E, Ten Bokum A, Necula AS, Zhang W, Huang H, Roberts DJ, Thomas B, Hester SS, Vaux DJ, Betz AGWaldmann H",JCI Insight,Feb 9 2017 12:00 AM,Immunology Research,T-cells,T-cells,Mouse,96,Cell Mitochondrial Stress Test,,3.0 x10^5 cells/well,Not Specified
Foxp3 drives oxidative phosphorylation and protection from lipotoxicity,"Howie D, Cobbold SP, Adams E, Ten Bokum A, Necula AS, Zhang W, Huang H, Roberts DJ, Thomas B, Hester SS, Vaux DJ, Betz AGWaldmann H",JCI Insight,Feb 9 2017 12:00 AM,Toxicology Research,T-cells,T-cells,Mouse,96,Cell Mitochondrial Stress Test,,3.0 x10^5 cells/well,Not Specified
Foxp3 drives oxidative phosphorylation and protection from lipotoxicity,"Howie D, Cobbold SP, Adams E, Ten Bokum A, Necula AS, Zhang W, Huang H, Roberts DJ, Thomas B, Hester SS, Vaux DJ, Betz AGWaldmann H",JCI Insight,Feb 9 2017 12:00 AM,Immunology Research,T-cells,T-cells,Mouse,96,Other,,3.0 x10^5 cells/well,Not Specified
Foxp3 drives oxidative phosphorylation and protection from lipotoxicity,"Howie D, Cobbold SP, Adams E, Ten Bokum A, Necula AS, Zhang W, Huang H, Roberts DJ, Thomas B, Hester SS, Vaux DJ, Betz AGWaldmann H",JCI Insight,Feb 9 2017 12:00 AM,Toxicology Research,T-cells,T-cells,Mouse,96,Other,,3.0 x10^5 cells/well,Not Specified
"Foxp3 Reprograms T Cell Metabolism to Function in Low-Glucose, High-Lactate Environments","Angelin A, Gil-de-Gomez L, Dahiya S, Jiao J, Guo L, Levine MH, Wang Z, Quinn WJ, 3rd, Kopinski PK, Wang L, Akimova T, Liu Y, Bhatti TR, Han R, Laskin BL, Baur JA, Blair IA, Wallace DC, Hancock WWBeier UH",Cell Metab,Apr 11 2017 12:00 AM,Immunology Research,T-cells,T-cells,Mouse,24,Cell Mitochondrial Stress Test,,1.0 x10^6 cells/well,Cell-Tak
"Foxp3 Reprograms T Cell Metabolism to Function in Low-Glucose, High-Lactate Environments","Angelin A, Gil-de-Gomez L, Dahiya S, Jiao J, Guo L, Levine MH, Wang Z, Quinn WJ, 3rd, Kopinski PK, Wang L, Akimova T, Liu Y, Bhatti TR, Han R, Laskin BL, Baur JA, Blair IA, Wallace DC, Hancock WWBeier UH",Cell Metab,Apr 11 2017 12:00 AM,Cancer Research,T-cells,T-cells,Mouse,24,Cell Mitochondrial Stress Test,,1.0 x10^6 cells/well,Cell-Tak
"Foxp3 Reprograms T Cell Metabolism to Function in Low-Glucose, High-Lactate Environments","Angelin A, Gil-de-Gomez L, Dahiya S, Jiao J, Guo L, Levine MH, Wang Z, Quinn WJ, 3rd, Kopinski PK, Wang L, Akimova T, Liu Y, Bhatti TR, Han R, Laskin BL, Baur JA, Blair IA, Wallace DC, Hancock WWBeier UH",Cell Metab,Apr 11 2017 12:00 AM,Translational Research,TraMP-C2,T-cells,Mouse,24,Cell Mitochondrial Stress Test,,1.0 x10^6 cells/well,Cell-Tak
"Foxp3 Reprograms T Cell Metabolism to Function in Low-Glucose, High-Lactate Environments","Angelin A, Gil-de-Gomez L, Dahiya S, Jiao J, Guo L, Levine MH, Wang Z, Quinn WJ, 3rd, Kopinski PK, Wang L, Akimova T, Liu Y, Bhatti TR, Han R, Laskin BL, Baur JA, Blair IA, Wallace DC, Hancock WWBeier UH",Cell Metab,Apr 11 2017 12:00 AM,Immunology Research,T-cells,T-cells,Mouse,96,Cell Mitochondrial Stress Test,,2.0 x10^5 cells/well,Cell-Tak
"Foxp3 Reprograms T Cell Metabolism to Function in Low-Glucose, High-Lactate Environments","Angelin A, Gil-de-Gomez L, Dahiya S, Jiao J, Guo L, Levine MH, Wang Z, Quinn WJ, 3rd, Kopinski PK, Wang L, Akimova T, Liu Y, Bhatti TR, Han R, Laskin BL, Baur JA, Blair IA, Wallace DC, Hancock WWBeier UH",Cell Metab,Apr 11 2017 12:00 AM,Cancer Research,T-cells,T-cells,Mouse,96,Cell Mitochondrial Stress Test,,2.0 x10^5 cells/well,Cell-Tak
"Foxp3 Reprograms T Cell Metabolism to Function in Low-Glucose, High-Lactate Environments","Angelin A, Gil-de-Gomez L, Dahiya S, Jiao J, Guo L, Levine MH, Wang Z, Quinn WJ, 3rd, Kopinski PK, Wang L, Akimova T, Liu Y, Bhatti TR, Han R, Laskin BL, Baur JA, Blair IA, Wallace DC, Hancock WWBeier UH",Cell Metab,Apr 11 2017 12:00 AM,Translational Research,TraMP-C2,T-cells,Mouse,96,Cell Mitochondrial Stress Test,,2.0 x10^5 cells/well,Cell-Tak
"Foxp3 Reprograms T Cell Metabolism to Function in Low-Glucose, High-Lactate Environments","Angelin A, Gil-de-Gomez L, Dahiya S, Jiao J, Guo L, Levine MH, Wang Z, Quinn WJ, 3rd, Kopinski PK, Wang L, Akimova T, Liu Y, Bhatti TR, Han R, Laskin BL, Baur JA, Blair IA, Wallace DC, Hancock WWBeier UH",Cell Metab,Apr 11 2017 12:00 AM,Immunology Research,T-cells,T-cells,Mouse,24,Glycolysis Stress Test,,1.0 x10^6 cells/well,Cell-Tak
"Foxp3 Reprograms T Cell Metabolism to Function in Low-Glucose, High-Lactate Environments","Angelin A, Gil-de-Gomez L, Dahiya S, Jiao J, Guo L, Levine MH, Wang Z, Quinn WJ, 3rd, Kopinski PK, Wang L, Akimova T, Liu Y, Bhatti TR, Han R, Laskin BL, Baur JA, Blair IA, Wallace DC, Hancock WWBeier UH",Cell Metab,Apr 11 2017 12:00 AM,Cancer Research,T-cells,T-cells,Mouse,24,Glycolysis Stress Test,,1.0 x10^6 cells/well,Cell-Tak
"Foxp3 Reprograms T Cell Metabolism to Function in Low-Glucose, High-Lactate Environments","Angelin A, Gil-de-Gomez L, Dahiya S, Jiao J, Guo L, Levine MH, Wang Z, Quinn WJ, 3rd, Kopinski PK, Wang L, Akimova T, Liu Y, Bhatti TR, Han R, Laskin BL, Baur JA, Blair IA, Wallace DC, Hancock WWBeier UH",Cell Metab,Apr 11 2017 12:00 AM,Translational Research,TraMP-C2,T-cells,Mouse,24,Glycolysis Stress Test,,1.0 x10^6 cells/well,Cell-Tak
"Foxp3 Reprograms T Cell Metabolism to Function in Low-Glucose, High-Lactate Environments","Angelin A, Gil-de-Gomez L, Dahiya S, Jiao J, Guo L, Levine MH, Wang Z, Quinn WJ, 3rd, Kopinski PK, Wang L, Akimova T, Liu Y, Bhatti TR, Han R, Laskin BL, Baur JA, Blair IA, Wallace DC, Hancock WWBeier UH",Cell Metab,Apr 11 2017 12:00 AM,Immunology Research,T-cells,T-cells,Mouse,96,Glycolysis Stress Test,,2.0 x10^5 cells/well,Cell-Tak
"Foxp3 Reprograms T Cell Metabolism to Function in Low-Glucose, High-Lactate Environments","Angelin A, Gil-de-Gomez L, Dahiya S, Jiao J, Guo L, Levine MH, Wang Z, Quinn WJ, 3rd, Kopinski PK, Wang L, Akimova T, Liu Y, Bhatti TR, Han R, Laskin BL, Baur JA, Blair IA, Wallace DC, Hancock WWBeier UH",Cell Metab,Apr 11 2017 12:00 AM,Cancer Research,T-cells,T-cells,Mouse,96,Glycolysis Stress Test,,2.0 x10^5 cells/well,Cell-Tak
"Foxp3 Reprograms T Cell Metabolism to Function in Low-Glucose, High-Lactate Environments","Angelin A, Gil-de-Gomez L, Dahiya S, Jiao J, Guo L, Levine MH, Wang Z, Quinn WJ, 3rd, Kopinski PK, Wang L, Akimova T, Liu Y, Bhatti TR, Han R, Laskin BL, Baur JA, Blair IA, Wallace DC, Hancock WWBeier UH",Cell Metab,Apr 11 2017 12:00 AM,Translational Research,TraMP-C2,T-cells,Mouse,96,Glycolysis Stress Test,,2.0 x10^5 cells/well,Cell-Tak
FPLD2 LMNA mutation R482W dysregulates iPSC-derived adipocyte function and lipid metabolism,Friesen MCowan CA,Biochem Biophys Res Commun,Nov 3 2017 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",Adipocyte Stem cells,Stem Cells,Human,24,Cell Mitochondrial Stress Test,,Not Specified,Gelatin
FPLD2 LMNA mutation R482W dysregulates iPSC-derived adipocyte function and lipid metabolism,Friesen MCowan CA,Biochem Biophys Res Commun,Nov 3 2017 12:00 AM,Stem Cell Biology,Adipocyte Stem cells,Stem Cells,Human,24,Cell Mitochondrial Stress Test,,Not Specified,Gelatin
FPLD2 LMNA mutation R482W dysregulates iPSC-derived adipocyte function and lipid metabolism,Friesen MCowan CA,Biochem Biophys Res Commun,Nov 3 2017 12:00 AM,Mitochondrial Disease Research,Adipocyte Stem cells,Stem Cells,Human,24,Cell Mitochondrial Stress Test,,Not Specified,Gelatin
FR58P1a; a new uncoupler of OXPHOS that inhibits migration in triple-negative breast cancer cells via Sirt1/AMPK/_1-integrin pathway,"F. A. Urra, F. Munoz, M. Cordova-Delgado, M. P. Ramirez, B. Pena-Ahumada, M. Rios, P. Cruz, U. Ahumada-Castro, G. Bustos, E. Silva-Pavez, R. Pulgar, D. Morales, D. Varela, J. P. Millas-Vargas, E. Retamal, O. Ramirez-Rodriguez, H. Pessoa-Mahana, M. Pavani,",Sci Rep,Sep 4 2018 12:00 AM,Cancer Research,MDA-MB-231,Breast Cancer Cells,Human,96,Other,,Not Specified,Not Specified
FR58P1a; a new uncoupler of OXPHOS that inhibits migration in triple-negative breast cancer cells via Sirt1/AMPK/_1-integrin pathway,"F. A. Urra, F. Munoz, M. Cordova-Delgado, M. P. Ramirez, B. Pena-Ahumada, M. Rios, P. Cruz, U. Ahumada-Castro, G. Bustos, E. Silva-Pavez, R. Pulgar, D. Morales, D. Varela, J. P. Millas-Vargas, E. Retamal, O. Ramirez-Rodriguez, H. Pessoa-Mahana, M. Pavani,",Sci Rep,Sep 4 2018 12:00 AM,Drug Discovery,MDA-MB-231,Breast Cancer Cells,Human,96,Other,,Not Specified,Not Specified
Free fatty acid receptor 1 (FFAR1/GPR40) signaling affects insulin secretion by enhancing mitochondrial respiration during palmitate exposure,"Kristinsson H, Bergsten P, Sargsyan E",Biochim Biophys Acta,Sep 1 2015 12:00 AM,Cell Physiology Research,Min6  cells,Pancreatic cells,Mouse,96,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Free fatty acid receptor 1 (FFAR1/GPR40) signaling affects insulin secretion by enhancing mitochondrial respiration during palmitate exposure,"Kristinsson H, Bergsten P, Sargsyan E",Biochim Biophys Acta,Sep 1 2015 12:00 AM,Cell Physiology Research,Islets,Pancreatic Cells,Human,96,Basal Metabolic Assay,,Not Specified,Not Specified
Free fatty acid receptor 1 (FFAR1/GPR40) signaling affects insulin secretion by enhancing mitochondrial respiration during palmitate exposure,"Kristinsson H, Bergsten P, Sargsyan E",Biochim Biophys Acta,Sep 1 2015 12:00 AM,Cell Physiology Research,HEK 293,Embryonic Kidney Cells,Human,96,Fatty Acid Oxidation,,Not Specified,Not Specified
Free fatty acid receptor 1 (FFAR1/GPR40) signaling affects insulin secretion by enhancing mitochondrial respiration during palmitate exposure,"Kristinsson H, Bergsten P, Sargsyan E",Biochim Biophys Acta,Sep 1 2015 12:00 AM,Cell Physiology Research,Min6  cells,Pancreatic cells,Mouse,96,Fatty Acid Oxidation,,Not Specified,Not Specified
Free fatty acid receptor 1 (FFAR1/GPR40) signaling affects insulin secretion by enhancing mitochondrial respiration during palmitate exposure,"Kristinsson H, Bergsten P, Sargsyan E",Biochim Biophys Acta,Sep 1 2015 12:00 AM,Cell Physiology Research,Min6  cells,Pancreatic cells,Mouse,96,Substrate utilization,,Not Specified,Not Specified
Friends Not Foes: CTLA-4 Blockade and mTOR Inhibition Cooperate during CD8+ T Cell Priming To Promote Memory Formation and Metabolic Readiness,"Pedicord VA, Cross JR, Montalvo-Ortiz W, Miller ML, Allison JP",J Immunol,Mar 1 2015 12:00 AM,Immunology Research,T-cells,T-cells,Mouse,96,Cell Mitochondrial Stress Test,,Not Specified,Cell-Tak
From in vivo to in vitro: Major metabolic alterations take place in hepatocytes during and following isolation,"S. Cassim, V. A. Raymond, P. Lapierre and M. Bilodeau",PLoS One,Dec 28 2017 12:00 AM,Toxicology Research,Hepatocytes,Hepatocytes,Mouse,24,Other,,2.6 x10^4 cells/well,Not Specified
From in vivo to in vitro: Major metabolic alterations take place in hepatocytes during and following isolation,"S. Cassim, V. A. Raymond, P. Lapierre and M. Bilodeau",PLoS One,Dec 28 2017 12:00 AM,Techniques & Methods,Hepatocytes,Hepatocytes,Mouse,24,Other,,2.6 x10^4 cells/well,Not Specified
Frontline Science: Pathological conditioning of human neutrophils recruited to the airway milieu in cystic fibrosis,"O. A. Forrest, S. A. Ingersoll, M. K. Preininger, J. Laval, D. H. Limoli, M. R. Brown, F. E. Lee, B. Bedi, R. T. Sadikot, J. B. Goldberg, V. Tangpricha, A. Gaggar and R. Tirouvanziam",J Leukoc Biol,May 9 2018 12:00 AM,Immunology Research,Neutrophils,Immune Cells,Human,Xfp,Glycolysis Stress Test,,7.5 x10^5 cells/well,Cell-Tak
