State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
CALIFORNIA,RIVERSIDE,2017-105,GUNN,HESTRIN,NARCOTICS,WC,D,09/22/2017,30,1,60,INSTALLED AND USED,41,18,29,774,265,"37,918","3,000",0,0,0,0,0,0,,
CALIFORNIA,RIVERSIDE,2017-106,GUNN,HESTRIN,NARCOTICS,WC,D,10/03/2017,30,0,30,INSTALLED AND USED,30,77,24,"2,325",453,"1,500","1,500",1,0,0,0,0,0,,
CALIFORNIA,RIVERSIDE,2017-107,GUNN,HESTRIN,NARCOTICS,WC,D,10/31/2017,30,0,30,INSTALLED AND USED,30,98,9,"2,964",983,"55,800","3,000",0,0,0,0,0,0,,
CALIFORNIA,RIVERSIDE,2017-108,HERNANDEZ,HESTRIN,NARCOTICS,WC,D,10/25/2017,30,0,30,INSTALLED AND USED,10,64,19,645,115,"10,229","1,500",0,0,0,0,0,0,,
CALIFORNIA,RIVERSIDE,2017-109,GUNN,HESTRIN,OTHER,WC,D,09/18/2017,30,1,60,INSTALLED AND USED,60,164,227,"9,843","1,114","89,000","2,000",19,0,0,0,0,0,,
CALIFORNIA,RIVERSIDE,2017-110,GUNN,HESTRIN,MURDER,WC,D,09/07/2017,30,1,60,INSTALLED AND USED,60,363,286,"21,782","3,843","144,000","2,000",21,0,0,0,0,0,,
CALIFORNIA,RIVERSIDE,2017-111,GUNN,HESTRIN,OTHER,WC,D,10/18/2017,30,0,30,INSTALLED AND USED,21,17,87,372,301,"39,000","2,000",5,0,0,0,0,0,,
CALIFORNIA,RIVERSIDE,2017-112,DONNER,HESTRIN,NARCOTICS,WC,D,10/23/2017,30,0,30,INSTALLED AND USED,23,33,8,777,391,"21,608","1,000",0,0,0,0,0,0,,
CALIFORNIA,RIVERSIDE,2017-113,GUNN,HESTRIN,NARCOTICS,WC,D,11/08/2017,30,0,30,INSTALLED AND USED,20,44,36,897,249,"18,959","1,500",0,0,0,0,0,0,,
CALIFORNIA,RIVERSIDE,2017-114,GUNN,HESTRIN,NARCOTICS,WC,D,09/13/2017,30,2,90,INSTALLED AND USED,90,102,"9,235","9,235","2,595","101,578","6,078",0,0,0,0,0,0,,
CALIFORNIA,RIVERSIDE,2017-115,GUNN,HESTRIN,NARCOTICS,WC,D,11/21/2017,30,0,30,INSTALLED AND USED,9,94,24,851,88,"10,513","2,000",0,0,0,0,0,0,,
CALIFORNIA,RIVERSIDE,2017-116,GUNN,HESTRIN,NARCOTICS,WC,D,11/07/2017,30,0,30,INSTALLED AND USED,30,120,14,"3,606","1,178","28,400","2,000",0,0,0,0,0,0,,
CALIFORNIA,RIVERSIDE,2017-117,GUNN,HESTRIN,NARCOTICS,WC,D,10/16/2017,30,1,60,INSTALLED AND USED,56,61,5,"3,448",991,"50,400","2,000",0,0,0,0,0,0,,
CALIFORNIA,RIVERSIDE,2017-118,GUNN,HESTRIN,NARCOTICS,WC,D,11/21/2017,30,0,30,INSTALLED AND USED,20,15,26,317,116,"29,918","2,500",0,0,0,0,0,0,,
CALIFORNIA,SACRAMENTO,2017-1,WHITE,SCHUBERG,OTHER,"WC,TX",D,12/01/2017,30,0,30,INSTALLED AND USED,30,66,217,"2,000",150,"530,000","230,000",35,0,0,0,0,0,,
CALIFORNIA,SACRAMENTO,2017-2,WHITE,SCHUBERG,OTHER,"WC,TX",D,10/27/2017,30,0,30,INSTALLED AND USED,14,57,134,800,100,0,0,0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-1,POWELL,RAMOS,MURDER,"WC,TX",D,12/05/2016,30,1,30,INSTALLED AND USED,30,228,285,"6,858",535,"71,000","7,000",11,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-2,POWELL,FERMIN,MURDER,"WC,TX",D,10/12/2016,30,2,90,INSTALLED AND USED,86,196,388,"16,881",630,"97,000","7,000",9,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-3,NAKATA,FERMIN,MURDER,"WC,TX",D,11/22/2016,30,1,60,INSTALLED AND USED,50,190,117,"9,541",328,"65,000","5,000",4,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-4,POWELL,RAMOS,MURDER,"WC,TX",D,01/03/2017,30,1,30,INSTALLED AND USED,8,71,46,570,177,"32,000","7,000",2,0,0,0,0,1,,
CALIFORNIA,SAN BERNARDINO,2017-5,POWELL,RAMOS,NARCOTICS,"WC,TX",D,12/11/2016,30,1,60,INSTALLED AND USED,58,4,33,258,45,"20,000","2,000",2,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-6,POWELL,FERMIN,NARCOTICS,"WC,TX",D,01/19/2017,30,1,30,INSTALLED AND USED,25,26,20,656,170,"22,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-7,POWELL,FERMIN,NARCOTICS,"WC,TX",D,02/04/2017,30,1,30,INSTALLED AND USED,30,131,183,"3,955",873,"30,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-8,POWELL,FERMIN,NARCOTICS,"WC,TX",D,02/17/2017,30,0,30,INSTALLED AND USED,18,40,33,723,202,"57,250",0,1,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-9,NAKATA,RAMOS,NARCOTICS,"WC,TX",D,02/08/2017,30,1,60,INSTALLED AND USED,56,91,85,"5,120",460,"60,536","3,000",3,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-10,POWELL,RAMOS,NARCOTICS,"WC,TX",D,03/08/2017,30,0,30,INSTALLED AND USED,27,16,8,449,104,"1,500","1,500",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-11,POWELL,FERMIN,MURDER,"WC,TX",D,03/28/2017,30,0,30,INSTALLED AND USED,30,108,125,"3,250",286,"107,000","7,000",3,1,0,0,0,2,,
CALIFORNIA,SAN BERNARDINO,2017-12,POWELL,RAMOS,MURDER,"WC,TX",D,04/07/2017,30,0,30,INSTALLED AND USED,30,163,118,"4,893","2,843","30,722","2,000",4,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-13,POWELL,RAMOS,NARCOTICS,"WC,TX",D,04/18/2017,30,0,30,NEVER INSTALLED,30,,,,,"1,000","1,000",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-14,POWELL,FERMIN,MURDER,"WC,TX",D,04/20/2017,30,0,30,INSTALLED AND USED,30,6,59,189,12,"40,726","2,000",1,1,0,0,0,1,,
CALIFORNIA,SAN BERNARDINO,2017-15,NAKATA,RAMOS,MURDER,"WC,TX",D,05/04/2017,30,0,30,INSTALLED AND USED,30,552,544,"16,587",664,"107,000","7,000",7,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-16,NAKATA,RAMOS,MURDER,"WC,TX",D,05/04/2017,30,0,30,INSTALLED AND USED,30,315,280,"9,478",290,"113,000","13,000",2,1,0,0,0,1,,
CALIFORNIA,SAN BERNARDINO,2017-17,NAKATA,RAMOS,MURDER,"WC,TX",D,05/09/2017,30,0,30,INSTALLED AND USED,30,73,80,"2,200","2,180","26,000","8,000",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-18,POWELL,RAMOS,NARCOTICS,"WC,TX",D,05/15/2017,30,0,30,INSTALLED AND USED,30,31,45,935,234,"30,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-19,POWELL,FERMIN,MURDER,"WC,TX",D,06/08/2017,30,0,30,INSTALLED AND USED,9,746,54,"6,721",154,"107,000","7,000",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-20,POWELL,RAMOS,MURDER,"WC,TX",D,06/05/2017,30,0,30,INSTALLED AND USED,14,21,35,294,134,"107,000","7,000",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-21,POWELL,FERMIN,MURDER,"WC,TX",D,05/22/2017,30,0,30,INSTALLED AND USED,28,37,116,"1,054",344,"107,000","7,000",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-22,POWELL,FERMIN,MURDER,"WC,TX",D,05/22/2017,30,0,30,INSTALLED AND USED,28,481,192,"13,493","2,635","114,000","14,000",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-23,POWELL,RAMOS,MURDER,"WC,TX",D,05/30/2017,30,0,30,INSTALLED AND USED,19,18,28,347,6,"66,500","1,500",1,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-24,POWELL,RAMOS,MURDER,"WC,TX",D,06/05/2017,30,0,30,INSTALLED AND USED,20,107,52,"2,147",66,"107,000","7,000",1,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-25,POWELL,RAMOS,NARCOTICS,"WC,TX",D,06/15/2017,30,0,30,INSTALLED AND USED,30,20,20,622,231,"30,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-26,POWELL,RAMOS,NARCOTICS,"WC,TX",D,06/15/2017,30,0,30,INSTALLED AND USED,30,161,204,"4,831","1,069","30,000","2,000",1,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-27,POWELL,RAMOS,NARCOTICS,"WC,TX",D,06/29/2017,30,0,30,INSTALLED AND USED,30,65,82,"1,967",343,"20,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-28,POWELL,FERMIN,NARCOTICS,"WC,TX",D,07/27/2017,30,0,30,INSTALLED AND USED,30,98,163,"2,950",510,"20,000","2,000",3,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-29,POWELL,RAMOS,OTHER,"WC,TX",D,08/23/2017,30,0,30,INSTALLED AND USED,30,69,69,"2,076",783,"16,050",845,1,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-30,POWELL,RAMOS,OTHER,"WC,TX,EO",D,09/06/2017,30,1,60,INSTALLED AND USED,53,126,85,"6,703",201,"18,300","1,000",1,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-31,POWELL,FERMIN,NARCOTICS,"WC,TX",D,08/20/2017,30,1,60,INSTALLED AND USED,60,251,184,"15,083",658,"36,740","1,523",3,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-32,POWELL,FERMIN,OTHER,"WC,TX",D,09/23/2017,30,0,30,INSTALLED AND USED,30,319,81,"9,577",635,"19,000","1,500",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-33,POWELL,RAMOS,MURDER,"WC,TX",D,10/03/2017,30,0,30,INSTALLED AND USED,30,1018,563,"30,540",310,"36,830","15,230",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-34,POWELL,FERMIN,OTHER,"WC,TX",D,10/05/2017,30,0,30,INSTALLED AND USED,30,76,72,"2,305",322,"29,750","13,500",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-35,POWELL,RAMOS,OTHER,"WC,TX",D,09/12/2017,30,1,60,INSTALLED AND USED,60,35,987,"2,104","2,104","30,750","2,000",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-36,POWELL,RAMOS,MURDER,"WC,TX",D,11/09/2017,30,0,30,INSTALLED AND USED,30,367,376,"11,034",0,"56,900","20,900",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-37,POWELL,FERMIN,OTHER,"WC,TX",D,10/17/2017,30,1,60,INSTALLED AND USED,59,398,283,"23,538",71,"27,850","2,450",0,0,0,0,0,0,,
CALIFORNIA,SAN BERNARDINO,2017-38,POWELL,FERMIN,MURDER,"WC,TX",D,12/04/2017,30,0,30,INSTALLED AND USED,19,230,32,"4,381",0,"27,400","7,900",0,0,0,0,0,0,,
CALIFORNIA,SAN DIEGO,2017-1,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,12/05/2016,30,1,60,INSTALLED AND USED,56,80,301,"4,528","2,610","72,960",700,0,0,0,0,0,0,,
CALIFORNIA,SAN DIEGO,2017-2,SMYTH,DUMANIS,CONSPIRACY,"WC,TX",D,01/21/2017,30,0,30,INSTALLED AND USED,15,74,82,"1,116",83,"26,703","2,000",0,0,0,0,0,0,,
CALIFORNIA,SAN DIEGO,2017-3,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,01/23/2017,30,0,30,INSTALLED AND USED,16,33,,538,319,"14,050",625,0,0,0,0,0,0,,RELATED TO NO. 2017-9
CALIFORNIA,SAN DIEGO,2017-4,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,02/07/2017,30,0,30,INSTALLED AND USED,13,137,51,"1,784",418,"19,949","1,875",0,0,0,0,0,0,,RELATED TO NO. 2017-9
CALIFORNIA,SAN DIEGO,2017-5,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,01/23/2017,30,1,60,INSTALLED AND USED,51,130,340,"6,662","1,850","64,675","3,250",0,0,0,0,0,0,,
CALIFORNIA,SAN DIEGO,2017-6,SMYTH,DUMANIS,MURDER,"WC,TX",D,02/16/2017,30,0,30,INSTALLED AND USED,29,119,176,"3,462",644,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16
CALIFORNIA,SAN DIEGO,2017-7,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,03/13/2017,30,0,30,INSTALLED AND USED,7,0,1,4,0,"8,279","1,600",0,0,0,0,0,0,,RELATED TO NO. 2017-9
CALIFORNIA,SAN DIEGO,2017-8,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,02/24/2017,30,0,30,INSTALLED AND USED,30,114,140,"3,437","1,951",0,0,0,0,0,0,0,0,RELATED TO NO. 2017-18,RELATED TO NO. 2017-18
CALIFORNIA,SAN DIEGO,2017-9,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,04/03/2017,30,0,30,INSTALLED AND USED,8,16,13,135,13,"9,233","1,600",1,0,0,0,0,1,,
CALIFORNIA,SAN DIEGO,2017-10,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,03/13/2017,30,0,30,INSTALLED AND USED,30,351,560,"10,549","4,601","94,325","7,450",0,0,0,0,0,0,,
CALIFORNIA,SAN DIEGO,2017-11,SMYTH,RODRIGUEZ,MURDER,"WC,TX",D,03/15/2017,30,0,30,INSTALLED AND USED,28,65,23,"1,838",116,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-16,
CALIFORNIA,SAN DIEGO,2017-12,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,03/22/2017,30,0,30,INSTALLED AND USED,25,49,55,"1,242",374,"32,200","3,200",0,0,0,0,0,0,,RELATED TO NO. 2017-23
CALIFORNIA,SAN DIEGO,2017-13,SMYTH,DUMANIS,MURDER,"WC,TX",D,04/13/2017,30,0,30,INSTALLED AND USED,22,124,63,"2,742",484,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-16,RELATED TO NO. 2017-16
CALIFORNIA,SAN DIEGO,2017-14,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,04/28/2017,30,0,30,INSTALLED AND USED,8,51,20,410,30,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-18,RELATED TO NO. 2017-18
CALIFORNIA,SAN DIEGO,2017-15,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,04/27/2017,30,0,30,INSTALLED AND USED,29,144,270,"4,196","1,317","32,200","3,200",0,0,0,0,0,0,,RELATED TO NO. 2017-23
CALIFORNIA,SAN DIEGO,2017-16,SMYTH,DUMANIS,MURDER,"WC,TX",D,05/04/2017,30,0,30,INSTALLED AND USED,28,310,138,"8,698","1,663","62,753","15,150",21,3,0,0,0,16,,
CALIFORNIA,SAN DIEGO,2017-17,SMYTH,DUMANIS,NARCOTICS,"WC,TX",D,05/12/2017,30,0,30,INSTALLED AND USED,30,33,5,996,302,"31,000","2,000",0,0,0,0,0,0,,
CALIFORNIA,SAN DIEGO,2017-18,SMYTH,RODRIGUEZ,NARCOTICS,"WC,TX",D,05/25/2017,30,0,30,INSTALLED AND USED,19,407,147,"7,737",922,"83,876","10,646",11,4,0,0,0,5,,
CALIFORNIA,SAN DIEGO,2017-19,SMYTH,RODRIGUEZ,NARCOTICS,"WC,TX",D,05/23/2017,0,0,0,INSTALLED AND USED,30,90,165,"2,707","1,292","60,962","2,925",0,0,0,0,0,0,,RELATED TO NO. 2017-20
CALIFORNIA,SAN DIEGO,2017-20,O'NEILL,RODRIGUEZ,NARCOTICS,"WC,TX",D,06/13/2017,0,0,0,INSTALLED AND USED,30,106,68,"3,208",415,"60,337","2,300",5,0,0,0,0,5,,
CALIFORNIA,SAN DIEGO,2017-21,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,08/03/2017,30,1,60,INSTALLED AND USED,44,78,79,"3,455",785,"26,600","1,600",0,0,0,0,0,0,,
CALIFORNIA,SAN DIEGO,2017-22,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,09/11/2017,0,0,0,INSTALLED AND USED,28,103,208,"2,910",299,"60,015","3,000",0,0,0,0,0,0,,
CALIFORNIA,SAN DIEGO,2017-23,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,09/20/2017,30,0,30,INSTALLED AND USED,30,57,226,"1,735",396,"51,227","5,725",3,0,0,0,0,0,,
CALIFORNIA,SAN DIEGO,2017-24,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,09/20/2017,30,1,60,INSTALLED AND USED,35,38,86,"1,330",582,"28,709",625,0,0,0,0,0,0,,
CALIFORNIA,SAN DIEGO,2017-25,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,11/21/2017,30,0,30,INSTALLED AND USED,19,1,11,28,2,"23,400","1,400",0,0,0,0,0,0,,
CALIFORNIA,SAN DIEGO,2017-26,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,10/23/2017,30,1,60,INSTALLED AND USED,58,56,162,"3,278",778,"38,000","3,000",0,0,0,0,0,0,,
CALIFORNIA,SAN DIEGO,2017-27,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,11/29/2017,30,0,30,INSTALLED AND USED,29,7,18,226,114,"23,600","1,600",0,0,0,0,0,0,,
CALIFORNIA,SAN DIEGO,2017-28,SMYTH,STEPHAN,NARCOTICS,"WC,TX",D,09/05/2017,30,3,120,INSTALLED AND USED,113,52,191,"5,973","1,853","73,000","3,000",0,0,0,0,0,0,,
CALIFORNIA,SAN JOAQUIN,2017-1,JOHNSON,FREITAS,OTHER,"WC,TX",D,01/23/2017,30,0,30,INSTALLED AND USED,30,62,70,"1,869",35,"131,155","32,031",33,0,0,0,0,0,,
CALIFORNIA,SAN JOAQUIN,2017-2,JOHNSON,FREITAS,OTHER,"WC,TX",D,01/23/2017,30,1,60,INSTALLED AND USED,60,57,65,"3,441",931,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-1,RELATED TO NO. 2017-1
CALIFORNIA,SAN JOAQUIN,2017-3,JOHNSON,FREITAS,OTHER,"WC,TX",D,01/23/2017,30,2,90,INSTALLED AND USED,79,87,204,"6,938","1,863",0,0,0,0,0,0,0,0,RELATED TO NO. 2017-1,RELATED TO NO. 2017-1
CALIFORNIA,SAN JOAQUIN,2017-4,JOHNSON,FREITAS,OTHER,"WC,TX",D,03/15/2017,30,0,30,INSTALLED AND USED,28,445,113,"12,475",556,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-1,RELATED TO NO. 2017-1
CALIFORNIA,SAN JOAQUIN,2017-5,JOHNSON,FREITAS,OTHER,"WC,TX",D,02/17/2017,30,1,60,INSTALLED AND USED,58,37,93,"2,200",320,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-1,RELATED TO NO. 2017-1
CALIFORNIA,SAN JOAQUIN,2017-6,JOHNSON,FREITAS,OTHER,"WC,TX",D,01/27/2017,30,2,90,INSTALLED AND USED,75,71,177,"5,346",296,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-1,RELATED TO NO. 2017-1
CALIFORNIA,SAN JOAQUIN,2017-7,JOHNSON,FREITAS,OTHER,"WC,TX",D,03/15/2017,30,0,30,INSTALLED AND USED,28,187,140,"5,236","1,391",0,0,0,0,0,0,0,0,RELATED TO NO. 2017-1,RELATED TO NO. 2017-1
CALIFORNIA,SAN JOAQUIN,2017-8,JOHNSON,FREITAS,OTHER,"WC,TX",D,03/15/2017,30,0,30,INSTALLED AND USED,28,34,122,971,221,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-1,RELATED TO NO. 2017-1
CALIFORNIA,SAN JOAQUIN,2017-9,AGBAYANI,FREITAS,OTHER,"WC,TX",D,06/30/2017,30,0,30,INSTALLED AND USED,26,84,15,"2,197",1,0,0,0,0,0,0,0,0,,
CALIFORNIA,SAN JOAQUIN,2017-10,JOHNSON,FREITAS,OTHER,"WC,TX",D,06/28/2017,30,0,30,INSTALLED AND USED,23,313,112,"7,201",99,"273,259","15,000",5,0,0,0,0,0,,
CALIFORNIA,SAN JOAQUIN,2017-11,JOHNSON,FREITAS,OTHER,"WC,TX",D,06/29/2017,30,0,30,INSTALLED AND USED,30,309,185,"9,272",387,0,0,0,0,0,0,0,0,,RELATED TO NO. 2017-10
CALIFORNIA,SAN JOAQUIN,2017-12,JOHNSON,FREITAS,OTHER,"WC,TX",D,07/26/2017,30,0,30,INSTALLED AND USED,15,107,26,"1,609",42,0,0,0,0,0,0,0,0,,
CALIFORNIA,SAN JOAQUIN,2017-13,JOHNSON,FREITAS,OTHER,"WC,TX",D,07/21/2017,30,0,30,INSTALLED AND USED,20,6,2,138,45,0,0,0,0,0,0,0,0,,
CALIFORNIA,SAN JOAQUIN,2017-14,JOHNSON,FREITAS,OTHER,"WC,TX",D,07/21/2017,30,0,30,INSTALLED AND USED,20,23,13,472,9,0,0,0,0,0,0,0,0,,
CALIFORNIA,SAN JOAQUIN,2017-15,JOHNSON,FREITAS,OTHER,"WC,TX",D,08/04/2017,30,0,30,INSTALLED AND USED,7,264,42,"1,851",54,0,0,0,0,0,0,0,0,,
CALIFORNIA,SAN JOAQUIN,2017-16,JOHNSON,FREITAS,OTHER,"WC,TX",D,07/15/2017,30,0,30,INSTALLED AND USED,30,365,145,"10,966",235,0,0,0,0,0,0,0,0,,
CALIFORNIA,SAN JOAQUIN,2017-17,JOHNSON,FREITAS,OTHER,"WC,TX",D,09/12/2017,30,0,30,INSTALLED AND USED,16,10,32,172,37,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-18,JOHNSON,FREITAS,OTHER,"WC,TX",D,09/26/2017,30,0,30,INSTALLED AND USED,15,118,148,"1,776",956,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-19,JOHNSON,FREITAS,OTHER,"WC,TX",D,09/12/2017,30,0,30,INSTALLED AND USED,29,39,125,"1,140",153,"370,000","66,000",34,0,0,0,0,0,,
CALIFORNIA,SAN JOAQUIN,2017-20,JOHNSON,FREITAS,OTHER,"WC,TX",D,09/30/2017,30,0,30,INSTALLED AND USED,11,13,34,147,35,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-21,JOHNSON,FREITAS,OTHER,"WC,TX",D,10/13/2017,30,0,30,NEVER INSTALLED,0,0,,,,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-22,JOHNSON,FREITAS,OTHER,"WC,TX",D,09/12/2017,30,1,60,INSTALLED AND USED,41,102,166,"4,201",671,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-23,JOHNSON,FREITAS,OTHER,"WC,TX",D,09/12/2017,30,1,60,INSTALLED AND USED,43,108,151,"4,658","1,092",0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-24,JOHNSON,FREITAS,OTHER,"WC,TX",D,09/29/2017,30,0,30,INSTALLED AND USED,25,118,67,"2,950",61,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-24
CALIFORNIA,SAN JOAQUIN,2017-25,JOHNSON,FREITAS,OTHER,"WC,TX",D,09/25/2017,30,0,30,INSTALLED AND USED,30,6,37,201,23,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-26,JOHNSON,FICHTNER,OTHER,"WC,TX",D,10/28/2017,30,0,30,INSTALLED AND USED,9,26,32,241,81,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-27,JOHNSON,FREITAS,OTHER,"WC,TX",D,09/12/2017,30,1,60,INSTALLED AND USED,55,84,63,"4,663",478,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-28,JOHNSON,FREITAS,MURDER,"WC,TX",D,09/30/2017,30,1,60,INSTALLED AND USED,39,40,119,"1,569",251,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-29,JOHNSON,FREITAS,OTHER,WC,D,10/20/2017,30,0,30,INSTALLED AND USED,19,56,16,"1,076",33,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-30,JOHNSON,FREITAS,OTHER,"WC,TX",D,10/15/2017,30,0,30,INSTALLED AND USED,24,120,161,"2,894",175,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-31,JOHNSON,FREITAS,OTHER,"WC,TX",D,10/15/2017,30,0,30,INSTALLED AND USED,24,81,93,"1,951",132,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-32,JOHNSON,FREITAS,OTHER,"WC,TX",D,10/15/2017,30,0,30,INSTALLED AND USED,24,159,33,"3,837",164,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-32
CALIFORNIA,SAN JOAQUIN,2017-33,JOHNSON,FICHTNER,OTHER,"WC,TX",D,10/30/2017,30,0,30,INSTALLED AND USED,11,452,453,"4,981","2,867",0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
CALIFORNIA,SAN JOAQUIN,2017-34,JOHNSON,FREITAS,OTHER,"WC,TX",D,11/09/2017,30,0,30,INSTALLED AND USED,1,9,5,9,0,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-46,RELATED TO NO. 2017-46
CALIFORNIA,SAN JOAQUIN,2017-35,JOHNSON,FREITAS,OTHER,"WC,TX",D,10/15/2017,30,0,30,INSTALLED AND USED,24,110,20,"2,656",140,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-19,RELATED TO NO. 2017-19
