Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"FLORIDA, MIDDLE",2016-69,BUCKLEW,,NARCOTICS,WC,D,08/30/2016,30,0,30,INSTALLED AND USED,29,34,27,998,700,"208,989","16,428",18,0,0,0,0,17,,
"FLORIDA, MIDDLE",2016-70,KOVACHEVICH,,NARCOTICS,WC,D,08/31/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"32,500","1,284",0,0,0,0,0,0,,
"FLORIDA, MIDDLE",2016-71,COVINGTON,,NARCOTICS,WC,D,09/19/2016,30,1,60,INSTALLED AND USED,60,36,33,"2,166",0,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-69,RELATED TO NO. 2016-69
"FLORIDA, MIDDLE",2016-72,COVINGTON,,NARCOTICS,WC,D,11/18/2016,30,0,30,INSTALLED AND USED,30,37,15,"1,110",731,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-69,RELATED TO NO. 2016-69
"FLORIDA, MIDDLE",2016-73,COVINGTON,,NARCOTICS,WC,D,11/04/2016,30,1,60,INSTALLED AND USED,50,22,18,"1,113",919,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-69,RELATED TO NO. 2016-69
"FLORIDA, MIDDLE",2016-91,DAVIS,CALDWELL,CONSPIRACY,WC,D,04/21/2016,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2016-97,DAVIS,CALDWELL,CONSPIRACY,WC,D,05/11/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2016-100,DAVIS,CALDWELL,CONSPIRACY,WC,D,06/13/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2016-101,COVINGTON,,NARCOTICS,WC,D,10/14/2016,30,0,30,NEVER INSTALLED,,,0,0,0,,,0,0,0,0,0,0,,
"FLORIDA, MIDDLE",2017-18,MOODY JR,,NARCOTICS,WC,D,01/04/2017,30,0,30,INSTALLED AND USED,29,30,10,872,461,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-69,RELATED TO NO. 2016-69
"FLORIDA, MIDDLE",2017-19,BUCKLEW,,NARCOTICS,WC,D,02/06/2017,30,0,30,INSTALLED AND USED,23,13,11,307,180,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-69,RELATED TO NO. 2016-69
"FLORIDA, MIDDLE",2017-20,MENDOZA,,NARCOTICS,WC,D,02/10/2017,30,1,60,INSTALLED AND USED,60,16,45,995,909,"59,351","1,284",6,0,0,0,0,0,,
"FLORIDA, MIDDLE",2017-21,DALTON,,NARCOTICS,WC,D,04/07/2017,30,1,60,INSTALLED AND USED,60,68,32,"4,101","3,158","140,644","3,492",4,0,0,0,0,1,,
"FLORIDA, MIDDLE",2017-22,ANTOON,,NARCOTICS,WC,D,05/28/2017,30,0,30,INSTALLED AND USED,30,38,5,"1,156",337,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-21,RELATED TO NO. 2017-21
"FLORIDA, MIDDLE",2017-23,DALTON,,NARCOTICS,WC,D,06/21/2017,30,0,30,INSTALLED AND USED,25,22,2,568,338,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-21,RELATED TO NO. 2017-21
"FLORIDA, MIDDLE",2017-24,DALTON,,NARCOTICS,WC,D,08/21/2017,30,0,30,INSTALLED AND USED,30,0,1,23,0,"72,284","2,299",0,0,0,0,0,0,,
"FLORIDA, MIDDLE",2017-25,DALTON,,NARCOTICS,WC,D,09/18/2017,30,0,30,INSTALLED AND USED,30,37,11,"1,120",54,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-24,RELATED TO NO. 2017-24
"FLORIDA, MIDDLE",2017-26,ANTOON,,NARCOTICS,WC,D,07/06/2017,30,2,90,INSTALLED AND USED,90,57,48,"5,168","2,081","68,672",0,6,0,0,0,0,0,,
"FLORIDA, MIDDLE",2017-27,KOVACHEVICH,,NARCOTICS,WC,D,11/27/2017,30,0,30,NEVER INSTALLED,0,0,16,"1,673",234,"31,483",0,0,0,0,0,0,0,,RELATED TO NO. 2016-69
"FLORIDA, MIDDLE",2017-28,HONEYWELL,HULSER,$LAUNDERING,TX,D,08/04/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-29,HERNANDEZ COVINGTON,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,04/25/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-30,HONEYWELL,HULSER,$LAUNDERING,TX,D,08/04/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-31,HERNANDEZ COVINGTON,HULSER,DRUGS - ILLEGAL,"WC,TX",D,06/29/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-32,HERNANDEZ COVINGTON,HULSER,DRUGS - ILLEGAL,"WC,TX",D,07/14/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-33,HERNANDEZ COVINGTON,HULSER,DRUGS - ILLEGAL,"WC,TX",D,08/18/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-34,HERNANDEZ COVINGTON,DOWNING,DRUGS - ILLEGAL,"WC,TX",D,05/12/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-36,HOWARD,HULSER,CONSPIRACY,"WC,TX",D,06/09/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-37,HERNANDEZ COVINGTON,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,10/06/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-38,KOVACHEVICH,HULSER,DRUGS - ILLEGAL,"WC,TX",D,07/05/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-39,KOVACHEVICH,HULSER,DRUGS - ILLEGAL,"WC,TX",D,08/21/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-40,BYRON,SWARTZ,DRUGS - ILLEGAL,"WC,TX",D,01/19/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-42,HERNANDEZ COVINGTON,,DRUGS - ILLEGAL,WC,D,09/18/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-43,HOWARD,HULSER,CONSPIRACY,"WC,TX",D,06/09/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-46,HOWARD,,CONSPIRACY,"WC,TX",D,08/03/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-47,HONEYWELL,HULSER,$LAUNDERING,TX,D,06/27/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, MIDDLE",2017-48,HERNANDEZ COVINGTON,BLANCO,CONSPIRACY,"WC,TX,EO",D,08/30/2016,30,6,210,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, NORTHERN",2016-5,GARCIA,,NARCOTICS,"WC,TX",D,11/17/2016,30,0,30,INSTALLED AND USED,28,0,0,0,0,"24,764","2,300",1,0,0,0,0,0,,
"FLORIDA, NORTHERN",2017-2,HINKLE,,NARCOTICS,"WC,TX",D,01/06/2017,30,0,30,INSTALLED AND USED,21,0,0,0,0,"20,347","2,300",5,0,0,0,0,0,,
"FLORIDA, NORTHERN",2017-3,RODGERS,,NARCOTICS,"WC,TX",D,04/20/2017,30,0,30,INSTALLED AND USED,19,68,71,"1,305",447,"25,689","2,100",0,0,0,0,0,0,,RELATED TO NO. 2017-4
"FLORIDA, NORTHERN",2017-4,RODGERS,,NARCOTICS,"WC,TX",D,06/16/2017,30,0,30,INSTALLED AND USED,30,397,34,"11,919",560,"38,960","1,700",15,0,0,0,0,0,,
"FLORIDA, NORTHERN",2017-5,HANKISON,~NA,DRUGS - ILLEGAL,WC,D,09/05/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2012-77,MOORE,,NARCOTICS,"WC,TX",D,07/31/2012,30,1,60,INSTALLED AND USED,59,0,0,0,0,"38,794","1,286",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2013-107,ZLOCH,,NARCOTICS,"WC,TX",D,12/06/2012,30,0,30,INSTALLED AND USED,30,14,7,424,133,"19,397",643,0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2013-108,COHN,,NARCOTICS,"WC,TX",D,02/04/2013,30,1,60,INSTALLED AND USED,59,0,0,0,0,"55,744",744,0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2013-109,COHN,,NARCOTICS,"WC,TX",D,03/04/2013,30,0,30,INSTALLED AND USED,29,0,0,0,0,"36,660",642,0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2013-110,WILLIAMS,,NARCOTICS,"WC,TX",D,03/05/2013,30,0,30,INSTALLED AND USED,29,0,0,0,0,"24,375",625,0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2013-111,COHN,,NARCOTICS,"WC,TX",D,04/03/2013,30,0,30,INSTALLED AND USED,25,0,0,0,0,"34,250","3,200",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2013-112,"SCOLA, JR.",,NARCOTICS,"WC,TX",D,04/18/2013,30,0,30,INSTALLED AND USED,28,57,10,"1,611",293,"37,050","2,274",2,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2013-113,HURLEY,,NARCOTICS,"WC,TX",D,05/06/2013,30,0,30,INSTALLED AND USED,29,0,0,0,0,"28,767",672,0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2013-114,RYSKAMP,,NARCOTICS,WC,D,03/07/2013,30,2,90,INSTALLED AND USED,67,0,0,0,0,"84,276","1,062",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2013-115,HURLEY,,NARCOTICS,"WC,TX",D,04/17/2013,30,1,60,INSTALLED AND USED,59,0,0,0,0,"74,898","1,620",22,0,0,0,0,22,,
"FLORIDA, SOUTHERN",2013-116,HURLEY,,NARCOTICS,WC,D,05/29/2013,30,0,30,INSTALLED AND USED,29,0,0,0,0,"36,643",625,0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2013-117,MARRA,,NARCOTICS,"WC,TX",D,06/18/2013,30,0,30,INSTALLED AND USED,29,0,0,0,0,"5,538",0,0,0,0,0,0,0,,RELATED TO NO. 2013-115
"FLORIDA, SOUTHERN",2013-118,MARRA,,NARCOTICS,"WC,TX",D,07/30/2013,30,0,30,INSTALLED AND USED,15,0,0,0,0,"19,095",465,0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2013-119,ZLOCH,,RACKETEERING,OO,A,08/15/2013,30,0,30,INSTALLED AND USED,2,8,6,17,0,0,0,0,0,0,0,0,0,RELATED TO NO. 2015-81,RELATED TO NO. 2015-81
"FLORIDA, SOUTHERN",2014-90,MIDDLEBROOKS,,NARCOTICS,WC,D,05/14/2014,30,2,90,INSTALLED AND USED,90,20,"3,691","1,865",0,"123,449",0,0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2014-91,MIDDLEBROOKS,,NARCOTICS,WC,D,08/20/2014,30,0,30,INSTALLED AND USED,30,13,"9,683",397,0,0,0,0,0,0,0,0,0,RELATED TO NO. 2014-90,RELATED TO NO. 2014-90
"FLORIDA, SOUTHERN",2015-114,MARRA,,NARCOTICS,"WC,TX",D,02/23/2015,30,1,60,INSTALLED AND USED,59,0,0,0,0,"75,228","1,950",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2015-115,COHN,,NARCOTICS,EE,R,05/22/2015,30,0,30,INSTALLED AND USED,14,2,2,29,10,"34,876",100,1,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2015-116,ROSENBERG,,NARCOTICS,"WC,TX",D,06/04/2015,30,1,60,INSTALLED AND USED,53,52,175,"2,760",518,"65,282","1,250",0,0,0,0,0,0,,RELATED TO NO. 2015-84
"FLORIDA, SOUTHERN",2015-117,MARRA,,NARCOTICS,"WC,TX",D,08/12/2015,30,0,30,INSTALLED AND USED,29,57,25,"1,681",220,"31,500","1,500",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2016-127,RYSKAMP,,NARCOTICS,"WC,TX",D,03/01/2016,30,0,30,INSTALLED AND USED,29,172,5,"5,009",841,"36,700","1,700",1,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2016-128,RYSKAMP,,NARCOTICS,"WC,TX",D,04/14/2016,30,0,30,INSTALLED AND USED,12,154,3,"1,859",74,"59,613","4,043",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2016-129,"SCOLA, JR.",,NARCOTICS,TX,D,05/04/2016,30,0,30,INSTALLED AND USED,29,0,0,0,0,"13,466","1,013",3,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2016-130,"SCOLA, JR.",,NARCOTICS,TX,D,05/23/2016,30,0,30,INSTALLED AND USED,29,0,0,0,0,"38,551","2,026",0,0,0,0,0,0,,RELATED TO NO. 2016-129
"FLORIDA, SOUTHERN",2016-131,UNGARO,,NARCOTICS,WC,D,06/15/2016,30,0,30,INSTALLED AND USED,29,86,12,"2,522",209,,,0,0,0,0,0,0,RELATED TO NO. 2016-138,
"FLORIDA, SOUTHERN",2016-132,MARRA,,NARCOTICS,"WC,TX",D,07/12/2016,30,0,30,INSTALLED AND USED,29,218,5,"6,343","1,494","36,500","1,500",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2016-133,"SCOLA, JR.",,NARCOTICS,TX,D,08/22/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"13,466","1,013",0,0,0,0,0,0,,RELATED TO NO. 2016-129
"FLORIDA, SOUTHERN",2016-134,UNGARO,,NARCOTICS,"WC,TX",D,09/09/2016,30,0,30,INSTALLED AND USED,30,711,12,"21,330","3,814",,,0,0,0,0,0,0,RELATED TO NO. 2016-138,
"FLORIDA, SOUTHERN",2016-135,MARRA,,NARCOTICS,"WC,TX",D,08/10/2016,30,1,60,INSTALLED AND USED,59,147,8,"8,686","1,752","53,082","1,550",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2016-136,MARRA,,NARCOTICS,"WC,TX","D,R",09/15/2016,30,0,30,INSTALLED AND USED,30,47,8,"1,411",341,"102,865","2,985",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2016-137,ALTONAGA,,NARCOTICS,WC,-99,09/07/2016,30,1,60,INSTALLED AND USED,60,5,68,326,163,"36,806","1,200",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2016-138,WILLIAMS,,NARCOTICS,"WC,TX",D,11/07/2016,30,0,30,INSTALLED AND USED,30,37,12,"1,125",209,"25,771","1,700",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2016-139,SCOLA,,NARCOTICS,WC,D,11/14/2016,30,0,30,INSTALLED AND USED,30,6,20,195,191,"34,227","1,700",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2017-34,GAYLES,,CONSPIRACY,WC,D,01/13/2017,30,0,30,INSTALLED AND USED,30,2,5,77,0,"45,704","1,560",0,0,0,0,0,0,,RELATED TO NO. 2015-97
"FLORIDA, SOUTHERN",2017-35,HURLEY,,NARCOTICS,"WC,TX",D,02/10/2017,30,0,30,INSTALLED AND USED,18,41,3,745,190,"14,467",660,0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2017-36,UNGARO,,NARCOTICS,TX,D,03/02/2017,30,0,30,INSTALLED AND USED,30,0,0,0,0,"14,136","1,013",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2017-37,LENARD,,NARCOTICS,WC,D,04/10/2017,30,0,30,INSTALLED AND USED,19,66,29,"1,268",551,"27,846","1,600",3,0,29,0,0,0,,
"FLORIDA, SOUTHERN",2017-38,SCOLA,,NARCOTICS,WC,D,02/24/2017,30,1,60,INSTALLED AND USED,60,5,20,339,0,"44,526",350,0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2017-39,ALTONAGA,,CONSPIRACY,"WC,EO",D,06/13/2017,30,0,30,INSTALLED AND USED,30,4,47,141,0,"45,828","1,600",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2017-40,SCOLA,,NARCOTICS,WC,D,07/14/2017,30,0,30,INSTALLED AND USED,30,3,13,106,72,"45,833","1,600",0,0,0,0,0,0,,RELATED TO NO. 2017-38
"FLORIDA, SOUTHERN",2017-41,ALTONAGA,,CONSPIRACY,WC,D,06/16/2017,30,1,60,INSTALLED AND USED,60,1,16,109,56,"71,279","3,400",0,0,0,0,0,0,,
"FLORIDA, SOUTHERN",2017-43,SIEGEL,,RACKETEERING,"WC,TX",D,08/24/2017,30,0,30,INSTALLED AND USED,30,,47,,"1,013","9,500","1,500",9,,0,0,0,,,
"FLORIDA, SOUTHERN",2017-45,ALTONAGA,,POSSESSION,"WC,EO",D,09/19/2017,30,0,30,INSTALLED AND USED,30,6,45,180,161,"32,656","1,360",0,0,0,0,0,0,,RELATED TO NO. 2017-39
"FLORIDA, SOUTHERN",2017-47,SIEGEL,,RACKETEERING,"WC,TX",D,10/20/2017,30,0,30,INSTALLED AND USED,30,,51,,"1,013","14,500","2,500",9,,0,0,0,,,
"FLORIDA, SOUTHERN",2017-48,LENARD,BLANCO,NARCOTICS,WC,D,04/12/2017,30,0,0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2017-49,MIDDLEBROOKS,O'BRIEN,DRUGS - ILLEGAL,"WC,TX",D,06/07/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2017-50,LENARD,,DRUGS - ILLEGAL,"WC,TX",D,04/18/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2017-51,MARRA,SWARTZ,NARCOTICS,"WC,TX",D,06/02/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2017-53,MIDDLEBROOKS,BLANCO,NARCOTICS,"WC,TX",D,06/16/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2017-55,MARRA,O'BRIEN,DRUGS - ILLEGAL,"WC,TX",D,04/18/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2017-56,MARRA,HULSER,DRUGS - ILLEGAL,WC,D,07/26/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2017-57,MIDDLEBROOKS,DOWNING,DRUGS - ILLEGAL,"WC,TX",D,10/27/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2017-58,MARRA,O'BRIEN,DRUGS - ILLEGAL,"WC,TX",D,07/19/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2017-59,ALTONAGA,,TERRORISM,"WC,TX",D,07/24/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2017-60,MARRA,,DRUGS - ILLEGAL,"WC,TX",D,09/05/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2017-61,ALTONAGA,BLANCO,DRUGS - ILLEGAL,WC,D,09/19/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2017-62,MIDDLEBROOKS,BLANCO,NARCOTICS,"WC,TX",D,12/08/2016,30,0,0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2017-63,ALTONAGA,HULSER,TERRORISM,WC,D,06/16/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"FLORIDA, SOUTHERN",2017-64,ALTONAGA,SWARTZ,DRUGS - ILLEGAL,WC,D,06/13/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"GEORGIA, MIDDLE",2016-10,TREADWELL,,NARCOTICS,"WC,TX",D,08/30/2016,30,0,30,INSTALLED AND USED,1,2,2,2,0,"3,750","1,750",0,0,0,0,0,0,,
"GEORGIA, MIDDLE",2016-11,ABRAMS,,NARCOTICS,"WC,TX",D,09/30/2016,30,0,30,INSTALLED AND USED,15,22,2,334,7,"19,255",625,0,0,0,0,0,0,,
"GEORGIA, MIDDLE",2016-12,TREADWELL,,NARCOTICS,"WC,TX","D,R",09/22/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"23,110","2,110",0,0,0,0,0,0,,
"GEORGIA, MIDDLE",2016-13,ABRAMS,,NARCOTICS,"WC,TX",D,10/31/2016,30,0,30,INSTALLED AND USED,30,283,48,"8,502","2,995","24,597",625,0,0,0,0,0,0,,
"GEORGIA, MIDDLE",2016-14,TREADWELL,,NARCOTICS,"WC,TX",D,10/17/2016,30,1,60,INSTALLED AND USED,60,91,63,"5,503","1,392","78,740","4,220",0,0,0,0,0,0,,
"GEORGIA, MIDDLE",2017-6,ROYAL,,NARCOTICS,WC,"D,R",05/09/2017,30,1,60,INSTALLED AND USED,51,86,438,"4,420","1,111","84,006","4,822",0,0,0,0,0,0,,
"GEORGIA, MIDDLE",2017-7,ROYAL,BLANCO,CONSPIRACY,WC,D,05/09/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"GEORGIA, NORTHERN",2013-81,"BATTEN, SR.",,NARCOTICS,"WC,TX",D,09/09/2013,30,1,60,INSTALLED AND USED,59,0,0,0,0,"77,278","4,000",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2014-95,"BATTEN, SR.",,NARCOTICS,"WC,TX",D,12/30/2013,30,0,30,INSTALLED AND USED,30,59,41,"1,794",603,"27,091","1,600",4,4,0,0,0,3,,
"GEORGIA, NORTHERN",2014-96,DUFFEY,,NARCOTICS,"WC,TX",D,05/09/2014,30,0,30,INSTALLED AND USED,30,61,91,"1,839",779,"56,456","4,200",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2014-97,JONES,,NARCOTICS,"WC,TX",D,07/02/2014,30,0,30,INSTALLED AND USED,30,3,1,92,2,"28,728","2,600",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2015-210,MAY,,NARCOTICS,WC,D,02/25/2015,30,0,30,INSTALLED AND USED,19,0,0,0,0,"26,823",625,0,0,0,0,0,0,,RELATED TO NO. 2015-79
"GEORGIA, NORTHERN",2015-211,LEIGH,,NARCOTICS,EO,D,02/26/2015,30,0,30,INSTALLED AND USED,29,40,55,"1,181",978,"26,053",0,0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2015-212,COHEN,,NARCOTICS,EO,D,03/13/2015,30,0,30,INSTALLED AND USED,28,42,978,"1,181",55,"19,435","2,500",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2015-213,MAY,,NARCOTICS,EO,D,02/03/2015,30,2,90,INSTALLED AND USED,87,31,20,"2,719","2,544","55,806","5,000",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2015-214,ROSS,,NARCOTICS,"TX,AP",D,04/24/2015,30,1,60,INSTALLED AND USED,44,77,103,"3,415","1,062","108,628","17,500",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2015-215,STORY,,NARCOTICS,"TX,AP",D,05/29/2015,30,2,90,INSTALLED AND USED,89,0,0,0,0,"145,717","37,800",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2016-189,STORY,,NARCOTICS,TX,D,01/06/2016,30,1,60,INSTALLED AND USED,37,190,239,"7,034","2,996","84,190","15,000",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2016-190,"BATTEN, SR.",,NARCOTICS,"WC,TX",D,02/25/2016,30,0,30,INSTALLED AND USED,24,17,26,417,62,"19,522",625,0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2016-191,"BATTEN, SR.",,NARCOTICS,TX,D,03/28/2016,30,0,30,INSTALLED AND USED,30,108,13,"3,242","1,000","29,844","2,000",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2016-192,COHEN,,NARCOTICS,TX,D,04/08/2016,30,0,30,INSTALLED AND USED,30,137,45,"4,132","1,847","26,856",0,0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2016-193,COHEN,,NARCOTICS,TX,D,12/18/2015,30,3,120,INSTALLED AND USED,116,40,119,"4,684","2,595","51,309","10,000",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2016-194,JONES,,NARCOTICS,TX,D,05/11/2016,30,0,30,INSTALLED AND USED,30,62,23,"1,860",635,"14,535","1,000",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2016-195,MAY,,NARCOTICS,TX,D,06/03/2016,30,0,30,INSTALLED AND USED,30,22,23,688,206,"28,559","3,000",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2016-196,COHEN,,NARCOTICS,"WC,TX",D,07/22/2016,30,0,30,INSTALLED AND USED,30,7,21,213,23,"27,630","1,250",2,0,0,0,0,0,,
"GEORGIA, NORTHERN",2016-197,ROSS,,NARCOTICS,EO,D,08/09/2016,30,1,60,INSTALLED AND USED,36,0,0,0,0,"25,922",0,0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2016-198,JONES,,NARCOTICS,WC,D,09/23/2016,30,0,30,INSTALLED AND USED,15,0,0,0,0,"9,367","2,600",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2016-199,JONES,,NARCOTICS,TX,D,09/22/2016,30,0,30,INSTALLED AND USED,30,39,26,"1,181",352,"27,498",0,1,0,0,0,0,1,,
"GEORGIA, NORTHERN",2016-200,DUFFEY,,NARCOTICS,TX,D,10/06/2016,30,0,30,INSTALLED AND USED,30,49,49,"1,473",428,"27,471","2,500",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2016-201,"BATTEN, SR.",,NARCOTICS,WC,D,11/07/2016,30,0,30,INSTALLED AND USED,30,19,22,582,60,"16,135","2,600",0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2016-223,"BATTEN, SR.",,NARCOTICS,EO,D,02/25/2016,30,0,30,NEVER INSTALLED,,,0,0,0,,,0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2017-24,"BATTEN, SR.",,NARCOTICS,TX,D,10/28/2016,30,1,60,INSTALLED AND USED,60,59,35,"3,586","1,838","40,013",0,1,0,0,0,0,0,,
"GEORGIA, NORTHERN",2017-25,COHEN,,NARCOTICS,TX,D,12/23/2016,30,0,30,INSTALLED AND USED,30,68,8,"2,058",935,"25,048",0,0,0,0,0,0,0,,
"GEORGIA, NORTHERN",2017-26,MAY,,NARCOTICS,"WC,TX",D,02/03/2017,30,0,30,INSTALLED AND USED,30,93,107,"2,790",989,"58,860","7,800",0,0,0,0,0,0,,
