,Jurisdiction,A.O. Number,Judge,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related,year,month
670,COLORADO,2012-76,ARGUELLO,NARCOTICS,WC,D,2012-08-21,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,23803,"3,643",0.0,0.0,0.0,0.0,0.0,0.0,,,2012.0,8.0
671,COLORADO,2015-138,BLACKBURN,NARCOTICS,WC,D,2015-11-13,30.0,0.0,30.0,INSTALLED AND USED,30.0,162.0,459,"4,867",0,605037,"52,500",49.0,0.0,0.0,0.0,0.0,1.0,,,2015.0,11.0
673,COLORADO,2016-82,BLACKBURN,NARCOTICS,WC,D,2016-02-19,30.0,0.0,30.0,INSTALLED AND USED,30.0,190.0,549,"5,727",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-138,RELATED TO NO. 2015-138,2016.0,2.0
674,COLORADO,2016-83,BLACKBURN,NARCOTICS,WC,D,2016-03-11,30.0,0.0,30.0,INSTALLED AND USED,30.0,260.0,616,"7,813",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-138,RELATED TO NO. 2015-138,2016.0,3.0
675,COLORADO,2016-84,BLACKBURN,NARCOTICS,WC,D,2016-05-17,30.0,0.0,30.0,INSTALLED AND USED,12.0,4.0,11,51,26,10248,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,5.0
676,COLORADO,2016-85,BLACKBURN,NARCOTICS,WC,D,2016-05-19,30.0,0.0,30.0,INSTALLED AND USED,30.0,155.0,519,"4,664",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-138,RELATED TO NO. 2015-138,2016.0,5.0
677,COLORADO,2016-86,BLACKBURN,NARCOTICS,WC,D,2016-06-06,30.0,1.0,60.0,INSTALLED AND USED,60.0,85.0,544,"5,121",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-138,RELATED TO NO. 2015-138,2016.0,6.0
678,COLORADO,2016-87,BLACKBURN,NARCOTICS,"WC,TX",D,2016-07-08,30.0,1.0,60.0,INSTALLED AND USED,60.0,68.0,101,"4,086","2,254",45514,"3,650",1.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
679,COLORADO,2016-88,BLACKBURN,NARCOTICS,"WC,TX",D,2016-09-09,30.0,0.0,30.0,INSTALLED AND USED,20.0,0.0,0,0,0,9491,625,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
680,COLORADO,2016-89,BLACKBURN,NARCOTICS,WC,D,2016-09-28,30.0,0.0,30.0,INSTALLED AND USED,30.0,139.0,495,"4,171",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-138,RELATED TO NO. 2015-138,2016.0,9.0
681,COLORADO,2016-90,BLACKBURN,NARCOTICS,"WC,TX",D,2016-10-06,30.0,0.0,30.0,INSTALLED AND USED,30.0,33.0,53,"1,011",516,22837,"1,750",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
682,COLORADO,2016-91,BLACKBURN,NARCOTICS,WC,D,2016-09-23,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,67033,"1,250",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
683,COLORADO,2016-92,BLACKBURN,NARCOTICS,"WC,TX",D,2016-11-02,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,53300,"1,250",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,11.0
684,COLORADO,2016-93,BLACKBURN,NARCOTICS,WC,D,2016-04-14,30.0,1.0,60.0,INSTALLED AND USED,60.0,124.0,647,"7,485",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-138,RELATED TO NO. 2015-138,2016.0,4.0
685,COLORADO,2016-94,BLACKBURN,NARCOTICS,WC,D,2016-10-07,30.0,1.0,60.0,INSTALLED AND USED,60.0,53.0,342,"3,183",364,85067,"7,450",10.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
686,COLORADO,2016-95,BLACKBURN,NARCOTICS,WC,D,2016-12-01,30.0,0.0,30.0,INSTALLED AND USED,30.0,8.0,12,246,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-138,RELATED TO NO. 2015-138,2016.0,12.0
687,COLORADO,2017-19,BLACKBURN,NARCOTICS,WC,D,2016-12-07,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,16,88,0,11220,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-94,2016.0,12.0
688,COLORADO,2017-20,EBEL,NARCOTICS,WC,D,2017-01-05,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,28,61,49,21996,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-94,2017.0,1.0
689,COLORADO,2017-21,BLACKBURN,NARCOTICS,"WC,TX",D,2017-01-23,30.0,0.0,30.0,INSTALLED AND USED,16.0,26.0,15,421,343,11586,625,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
691,COLORADO,2017-23,BLACKBURN,NARCOTICS,"WC,TX",D,2017-02-22,30.0,0.0,30.0,INSTALLED AND USED,30.0,25.0,38,762,709,32362,"3,825",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-94,2017.0,2.0
692,COLORADO,2017-24,BLACKBURN,NARCOTICS,WC,D,2017-02-01,30.0,1.0,60.0,INSTALLED AND USED,60.0,323.0,627,"19,437","1,157",0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-22,RELATED TO NO. 2015-138,2017.0,2.0
693,COLORADO,2017-25,DANIEL,NARCOTICS,"WC,TX",D,2017-03-16,30.0,0.0,30.0,INSTALLED AND USED,30.0,1.0,22,50,14,22015,625,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
694,COLORADO,2017-26,BLACKBURN,NARCOTICS,"WC,TX",D,2017-04-28,30.0,0.0,30.0,INSTALLED AND USED,11.0,0.0,0,1,0,14287,625,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
695,COLORADO,2017-27,BLACKBURN,NARCOTICS,"WC,TX",D,2017-02-22,30.0,2.0,90.0,INSTALLED AND USED,68.0,0.0,0,0,0,65214,"1,875",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
696,COLORADO,2017-28,BLACKBURN,BRIBERY,WC,D,2017-05-23,30.0,0.0,30.0,INSTALLED AND USED,30.0,176.0,627,"5,301",262,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-29,RELATED TO NO. 2017-29,2017.0,5.0
697,COLORADO,2017-29,BLACKBURN,BRIBERY,WC,D,2017-02-23,30.0,3.0,120.0,INSTALLED AND USED,120.0,46.0,"1,016","5,528",262,245708,"7,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
698,COLORADO,2017-30,BLACKBURN,NARCOTICS,"WC,TX",D,2017-05-09,30.0,1.0,60.0,INSTALLED AND USED,56.0,0.0,0,0,0,34844,"1,875",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
699,COLORADO,2017-31,BLACKBURN,NARCOTICS,"WC,TX",D,2017-05-12,30.0,2.0,90.0,INSTALLED AND USED,90.0,0.0,0,0,0,71350,"8,800",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
700,COLORADO,2017-32,BLACKBURN,NARCOTICS,"WC,TX",D,2017-05-19,30.0,2.0,90.0,INSTALLED AND USED,88.0,0.0,0,0,0,50321,"1,875",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
765,CONNECTICUT,2016-70,VATTI,NARCOTICS,"WC,TX",D,2016-03-17,30.0,1.0,60.0,INSTALLED AND USED,59.0,185.0,12,"10,959","4,543",56132,"1,950",11.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,3.0
766,CONNECTICUT,2016-71,UNDERHILL,NARCOTICS,"WC,TX",D,2016-04-07,30.0,1.0,60.0,INSTALLED AND USED,60.0,192.0,20,"11,534","4,359",92880,"40,592",3.0,0.0,0.0,0.0,0.0,3.0,,,2016.0,4.0
767,CONNECTICUT,2016-72,UNDERHILL,NARCOTICS,"WC,TX",D,2016-06-14,30.0,0.0,30.0,INSTALLED AND USED,4.0,0.0,0,0,0,10011,"3,028",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-71,2016.0,6.0
768,CONNECTICUT,2016-73,CHATIGNY,NARCOTICS,WC,D,2016-06-14,30.0,1.0,60.0,INSTALLED AND USED,60.0,28.0,111,"1,682",664,122839,"3,044",16.0,0.0,0.0,0.0,0.0,5.0,,,2016.0,6.0
769,CONNECTICUT,2016-74,THOMPSON,NARCOTICS,WC,R,2016-10-05,30.0,1.0,60.0,INSTALLED AND USED,60.0,411.0,146,"24,674","2,576",119047,"4,802",19.0,0.0,0.0,0.0,0.0,16.0,,,2016.0,10.0
770,CONNECTICUT,2016-75,THOMPSON,NARCOTICS,WC,D,2016-11-17,30.0,0.0,30.0,INSTALLED AND USED,30.0,65.0,130,"1,952",793,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-73,RELATED TO NO. 2016-73,2016.0,11.0
775,CONNECTICUT,2017-7,THOMPSON,NARCOTICS,WC,R,2017-01-25,30.0,0.0,30.0,INSTALLED AND USED,30.0,142.0,59,"4,263",917,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-74,RELATED TO NO. 2016-74,2017.0,1.0
776,CONNECTICUT,2017-8,THOMPSON,NARCOTICS,WC,R,2017-03-16,30.0,0.0,30.0,INSTALLED AND USED,30.0,159.0,8,"4,788",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-74,RELATED TO NO. 2016-74,2017.0,3.0
777,CONNECTICUT,2017-9,YOUNG,NARCOTICS,"WC,TX",D,2017-03-27,30.0,0.0,30.0,INSTALLED AND USED,30.0,41.0,73,"1,247","1,038",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-12,RELATED TO NO. 2017-12,2017.0,3.0
778,CONNECTICUT,2017-10,UNDERHILL,OTHER,WC,D,2017-05-04,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,7,14,14,8267,720,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
779,CONNECTICUT,2017-11,BOLDEN,OTHER,WC,D,2017-05-12,30.0,0.0,30.0,INSTALLED AND USED,30.0,18.0,78,561,521,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-10,RELATED TO NO. 2017-10,2017.0,5.0
780,CONNECTICUT,2017-12,TALWANI,NARCOTICS,"WC,TX",D,2017-08-04,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,33093,"1,750",7.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,8.0
781,CONNECTICUT,2017-13,"SAYLOR, IV",NARCOTICS,"WC,TX",D,2017-07-05,30.0,1.0,60.0,INSTALLED AND USED,46.0,0.0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-12,RELATED TO NO. 2017-12,2017.0,7.0
782,CONNECTICUT,2017-14,BOLDEN,CONSPIRACY,WC,D,2017-08-07,30.0,1.0,60.0,INSTALLED AND USED,60.0,99.0,91,"5,948","4,400",145173,"2,031",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,8.0
783,CONNECTICUT,2017-15,THOMPSON,NARCOTICS,WC,R,2017-09-12,30.0,0.0,30.0,INSTALLED AND USED,30.0,44.0,38,"1,324",294,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-74,RELATED TO NO. 2016-74,2017.0,9.0
784,CONNECTICUT,2017-16,THOMPSON,NARCOTICS,WC,R,2017-08-18,30.0,1.0,60.0,INSTALLED AND USED,60.0,317.0,77,"19,076",775,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-74,RELATED TO NO. 2016-74,2017.0,8.0
785,CONNECTICUT,2017-17,BRYANT,NARCOTICS,WC,D,2017-10-04,30.0,0.0,30.0,INSTALLED AND USED,28.0,29.0,68,837,369,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-73,RELATED TO NO. 2016-73,2017.0,10.0
786,CONNECTICUT,2017-18,THOMPSON,NARCOTICS,WC,R,2017-10-26,30.0,0.0,30.0,INSTALLED AND USED,30.0,81.0,13,"2,439",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-74,RELATED TO NO. 2016-74,2017.0,10.0
787,CONNECTICUT,2017-19,BOLDEN,CONSPIRACY,WC,D,2017-11-13,30.0,0.0,30.0,INSTALLED AND USED,15.0,4.0,4,68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-14,RELATED TO NO. 2017-14,2017.0,11.0
818,DELAWARE,2015-1,ANDREWS,NARCOTICS,WC,D,2015-11-10,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,14,133,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-39,RELATED TO NO. 2015-39,2015.0,11.0
819,DELAWARE,2015-39,ANDREWS,NARCOTICS,WC,D,2015-09-21,30.0,0.0,30.0,INSTALLED AND USED,30.0,102.0,102,"3,086",612,88112,"44,387",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,9.0
820,DELAWARE,2015-40,ANDREWS,NARCOTICS,WC,D,2015-10-23,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,15,309,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-39,RELATED TO NO. 2015-39,2015.0,10.0
821,DELAWARE,2016-26,STARK,NARCOTICS,"WC,TX",D,2016-05-13,30.0,2.0,90.0,INSTALLED AND USED,66.0,135.0,20,"8,955","2,874",83847,"1,875",8.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,5.0
822,DELAWARE,2016-27,STARK,NARCOTICS,"WC,TX",D,2016-10-04,30.0,0.0,30.0,INSTALLED AND USED,14.0,8.0,4,116,48,13217,643,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
823,DISTRICT OF COLUMBIA,2013-47,LEON,NARCOTICS,"WC,TX",D,2012-12-26,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,76520,"2,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2012.0,12.0
829,DISTRICT OF COLUMBIA,2016-31,WALTON,CONSPIRACY,"WC,WS",D,2016-01-29,30.0,0.0,30.0,INSTALLED AND USED,30.0,26.0,40,793,39,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-32,RELATED TO NO. 2016-32,2016.0,1.0
830,DISTRICT OF COLUMBIA,2016-32,WALTON,CONSPIRACY,"WC,WS",D,2016-01-29,30.0,1.0,60.0,INSTALLED AND USED,30.0,178.0,0,"5,360","1,473",326490,"9,900",14.0,0.0,1.0,4.0,1.0,13.0,,,2016.0,1.0
831,DISTRICT OF COLUMBIA,2016-33,WALTON,CONSPIRACY,"WC,WS",D,2016-03-24,30.0,2.0,90.0,INSTALLED AND USED,60.0,493.0,43,"29,601","6,438",0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-32,RELATED TO NO. 2016-32,2016.0,3.0
832,DISTRICT OF COLUMBIA,2016-34,BOASBERG,NARCOTICS,WC,D,2016-06-30,30.0,0.0,30.0,INSTALLED AND USED,0.0,0.0,15,150,150,32394,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-48,2016.0,6.0
833,DISTRICT OF COLUMBIA,2016-35,WALTON,CONSPIRACY,"WC,WS",D,2016-07-12,30.0,1.0,60.0,INSTALLED AND USED,60.0,13.0,40,793,39,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-32,RELATED TO NO. 2016-32,2016.0,7.0
834,DISTRICT OF COLUMBIA,2016-36,TITUS,NARCOTICS,"WC,TX",D,2016-09-30,30.0,0.0,30.0,INSTALLED AND USED,30.0,36.0,19,"1,100",596,39760,"2,500",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
836,DISTRICT OF COLUMBIA,2017-8,COLLYER,NARCOTICS,"WC,WS",D,2016-12-08,30.0,2.0,90.0,INSTALLED AND USED,90.0,15.0,30,"1,360","1,360",128026,"6,872",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
837,DISTRICT OF COLUMBIA,2017-9,JACKSON,CONSPIRACY,"WC,WS",D,2017-03-27,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,15478,720,2.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
838,DISTRICT OF COLUMBIA,2017-10,LEON,NARCOTICS,WC,D,2017-02-28,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,63068,"1,113",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-12,2017.0,2.0
839,DISTRICT OF COLUMBIA,2017-12,LEON,NARCOTICS,WC,D,2017-01-05,30.0,3.0,120.0,INSTALLED AND USED,105.0,143.0,17,"15,088","1,270",111453,"1,650",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
840,DISTRICT OF COLUMBIA,2017-13,CONTRERAS,NARCOTICS,WC,D,2017-03-27,30.0,1.0,60.0,INSTALLED AND USED,60.0,63.0,28,"3,783",945,63357,"3,200",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
841,DISTRICT OF COLUMBIA,2017-14,JACKSON,NARCOTICS,"WC,WS",D,2017-04-12,30.0,1.0,60.0,INSTALLED AND USED,60.0,1.0,6,84,84,91759,830,1.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
842,DISTRICT OF COLUMBIA,2017-15,COLLYER,NARCOTICS,"WC,WS",D,2017-04-25,30.0,1.0,60.0,INSTALLED AND USED,60.0,23.0,30,"1,436","1,436",84459,"1,230",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-8,2017.0,4.0
843,DISTRICT OF COLUMBIA,2017-16,LEON,NARCOTICS,WC,D,2017-06-26,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,31857,615,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-12,2017.0,6.0
844,DISTRICT OF COLUMBIA,2017-17,COLLYER,NARCOTICS,"WC,WS",D,2017-07-25,30.0,0.0,30.0,INSTALLED AND USED,15.0,10.0,30,160,160,44320,"1,040",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-8,2017.0,7.0
845,DISTRICT OF COLUMBIA,2017-18,CONTRERAS,NARCOTICS,WC,D,2017-07-20,30.0,0.0,30.0,INSTALLED AND USED,30.0,14.0,18,440,79,31670,"1,480",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-13,2017.0,7.0
846,DISTRICT OF COLUMBIA,2017-19,JACKSON,NARCOTICS,WC,D,2017-08-22,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,36857,"1,020",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-12,2017.0,8.0
847,DISTRICT OF COLUMBIA,2017-20,LEON,NARCOTICS,WC,D,2017-10-04,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,15129,130,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-12,2017.0,10.0
848,DISTRICT OF COLUMBIA,2017-21,CONTRERAS,NARCOTICS,WC,D,2017-08-21,30.0,1.0,60.0,INSTALLED AND USED,60.0,21.0,10,"1,302",112,31966,"1,250",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-13,2017.0,8.0
849,DISTRICT OF COLUMBIA,2017-22,MOSS,NARCOTICS,WC,D,2017-09-05,30.0,1.0,60.0,INSTALLED AND USED,60.0,13.0,43,839,0,60512,"4,800",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,9.0
850,DISTRICT OF COLUMBIA,2017-23,MEHTA,NARCOTICS,WC,D,2017-10-27,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,14338,482,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-12,2017.0,10.0
851,DISTRICT OF COLUMBIA,2017-24,MOSS,NARCOTICS,WC,D,2017-11-09,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-22,RELATED TO NO. 2017-22,2017.0,11.0
867,"FLORIDA, MIDDLE",2012-28,DALTON,NARCOTICS,WC,D,2012-05-07,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,39153,"1,893",0.0,0.0,0.0,0.0,0.0,0.0,,,2012.0,5.0
868,"FLORIDA, MIDDLE",2012-29,PRESNELL,NARCOTICS,"WC,TX",D,2012-08-07,30.0,0.0,30.0,INSTALLED AND USED,15.0,0.0,0,0,0,28505,"3,500",0.0,0.0,0.0,0.0,0.0,0.0,,,2012.0,8.0
869,"FLORIDA, MIDDLE",2012-30,DALTON,NARCOTICS,"WC,TX",D,2012-08-21,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,36643,625,0.0,0.0,0.0,0.0,0.0,0.0,,,2012.0,8.0
870,"FLORIDA, MIDDLE",2012-31,HONEYWELL,NARCOTICS,WC,D,2012-09-11,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,37932,672,0.0,0.0,0.0,0.0,0.0,0.0,,,2012.0,9.0
871,"FLORIDA, MIDDLE",2012-32,SCHLESINGER,NARCOTICS,WC,D,2012-09-25,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,0,0,0,36201,"1,425",3.0,0.0,0.0,0.0,0.0,0.0,,,2012.0,9.0
872,"FLORIDA, MIDDLE",2012-33,HONEYWELL,NARCOTICS,"WC,TX",D,2012-10-12,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,37932,672,0.0,0.0,0.0,0.0,0.0,0.0,,,2012.0,10.0
873,"FLORIDA, MIDDLE",2013-46,DALTON,NARCOTICS,WC,D,2013-07-01,30.0,0.0,30.0,INSTALLED AND USED,30.0,22.0,32,666,67,27428,"1,360",0.0,0.0,0.0,0.0,0.0,0.0,,,2013.0,7.0
874,"FLORIDA, MIDDLE",2013-47,HONEYWELL,NARCOTICS,"WC,TX",D,2013-08-20,30.0,1.0,60.0,INSTALLED AND USED,44.0,46.0,74,"2,048","1,463",44019,"2,400",3.0,0.0,0.0,0.0,0.0,0.0,,,2013.0,8.0
875,"FLORIDA, MIDDLE",2013-48,DALTON,NARCOTICS,"WC,TX",D,2013-09-26,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,33450,"3,450",0.0,0.0,0.0,0.0,0.0,0.0,,,2013.0,9.0
876,"FLORIDA, MIDDLE",2015-43,BYRON,NARCOTICS,EO,D,2015-02-27,30.0,2.0,90.0,INSTALLED AND USED,82.0,0.0,0,0,0,79875,"3,039",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,2.0
877,"FLORIDA, MIDDLE",2016-67,HERNANDEZ-COVINGTON,NARCOTICS,WC,D,2016-08-01,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,27313,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
878,"FLORIDA, MIDDLE",2016-68,HONEYWELL,NARCOTICS,"WC,TX",D,2016-08-22,30.0,0.0,30.0,INSTALLED AND USED,21.0,0.0,0,0,0,7646,775,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
879,"FLORIDA, MIDDLE",2016-69,BUCKLEW,NARCOTICS,WC,D,2016-08-30,30.0,0.0,30.0,INSTALLED AND USED,29.0,34.0,27,998,700,208989,"16,428",18.0,0.0,0.0,0.0,0.0,17.0,,,2016.0,8.0
880,"FLORIDA, MIDDLE",2016-70,KOVACHEVICH,NARCOTICS,WC,D,2016-08-31,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,32500,"1,284",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
881,"FLORIDA, MIDDLE",2016-71,COVINGTON,NARCOTICS,WC,D,2016-09-19,30.0,1.0,60.0,INSTALLED AND USED,60.0,36.0,33,"2,166",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-69,RELATED TO NO. 2016-69,2016.0,9.0
882,"FLORIDA, MIDDLE",2016-72,COVINGTON,NARCOTICS,WC,D,2016-11-18,30.0,0.0,30.0,INSTALLED AND USED,30.0,37.0,15,"1,110",731,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-69,RELATED TO NO. 2016-69,2016.0,11.0
883,"FLORIDA, MIDDLE",2016-73,COVINGTON,NARCOTICS,WC,D,2016-11-04,30.0,1.0,60.0,INSTALLED AND USED,50.0,22.0,18,"1,113",919,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-69,RELATED TO NO. 2016-69,2016.0,11.0
888,"FLORIDA, MIDDLE",2017-18,MOODY JR,NARCOTICS,WC,D,2017-01-04,30.0,0.0,30.0,INSTALLED AND USED,29.0,30.0,10,872,461,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-69,RELATED TO NO. 2016-69,2017.0,1.0
889,"FLORIDA, MIDDLE",2017-19,BUCKLEW,NARCOTICS,WC,D,2017-02-06,30.0,0.0,30.0,INSTALLED AND USED,23.0,13.0,11,307,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-69,RELATED TO NO. 2016-69,2017.0,2.0
890,"FLORIDA, MIDDLE",2017-20,MENDOZA,NARCOTICS,WC,D,2017-02-10,30.0,1.0,60.0,INSTALLED AND USED,60.0,16.0,45,995,909,59351,"1,284",6.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
891,"FLORIDA, MIDDLE",2017-21,DALTON,NARCOTICS,WC,D,2017-04-07,30.0,1.0,60.0,INSTALLED AND USED,60.0,68.0,32,"4,101","3,158",140644,"3,492",4.0,0.0,0.0,0.0,0.0,1.0,,,2017.0,4.0
892,"FLORIDA, MIDDLE",2017-22,ANTOON,NARCOTICS,WC,D,2017-05-28,30.0,0.0,30.0,INSTALLED AND USED,30.0,38.0,5,"1,156",337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-21,RELATED TO NO. 2017-21,2017.0,5.0
893,"FLORIDA, MIDDLE",2017-23,DALTON,NARCOTICS,WC,D,2017-06-21,30.0,0.0,30.0,INSTALLED AND USED,25.0,22.0,2,568,338,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-21,RELATED TO NO. 2017-21,2017.0,6.0
894,"FLORIDA, MIDDLE",2017-24,DALTON,NARCOTICS,WC,D,2017-08-21,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,1,23,0,72284,"2,299",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,8.0
